,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state
151,"""1815 Village Center Cir, Ste 140""","""nan""","""TOJuL1S42GOdkv5Y2am1mw""","""Lawyers, Divorce & Family Law, Personal Injury Law, Professional Services""","""Las Vegas""","""{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}""",1,36.19217020000001,-115.301492,"""Hanratty Law Group""","""89134""",3,3.5,"""NV"""
152,"""nan""","""{'BusinessAcceptsCreditCards': 'False', 'ByAppointmentOnly': 'True'}""","""RcQCseZjTj9_FFRrixkLdw""","""Painters, Home Services, Roofing, Handyman""","""Mesa""","""nan""",1,33.3990327,-111.7972384,"""A&T Remodeling Stucco""","""85204""",15,4.0,"""AZ"""
153,"""14798 Lawyers Rd""","""nan""","""rHKC8TjQP_u6k3uwEkdCsQ""","""Dentists, General Dentistry, Endodontists, Cosmetic Dentists, Health & Medical""","""Matthews""","""{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0'}""",1,35.140693,-80.621909,"""Forrest & Forrest Family Dentistry""","""28104""",8,4.0,"""NC"""
154,"""1963 Lincoln Way""","""nan""","""7_nq0GqNvc5CT0A3tVCpcg""","""Shopping, Eyewear & Opticians, Health & Medical, Optometrists""","""McKeesport""","""nan""",1,40.3403409,-79.8112483,"""Olson Eye Care""","""15131""",3,2.5,"""PA"""
155,"""nan""","""nan""","""xXdRivb3LjGCl8HiuUa22g""","""Insurance, Financial Services""","""Madison""","""nan""",1,43.07305170000001,-89.4012302,"""QBE Insurance""","""nan""",4,1.0,"""WI"""
156,"""1770 W Horizon Ridge, Ste 100""","""{'DriveThru': 'False', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""'quiet'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'no'"", 'Alcohol': ""u'beer_and_wine'"", 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'Caters': 'True', 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'BikeParking': 'False', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False'}""","""jScBTQtdAt-8RshaiBEHgw""","""Ethnic Food, American (New), Burgers, Food, Restaurants, Asian Fusion, Specialty Food, Mexican, Sandwiches, Breakfast & Brunch, Korean""","""Henderson""","""{'Monday': '0:0-0:0', 'Tuesday': '9:0-15:0', 'Wednesday': '9:0-14:0', 'Thursday': '11:0-16:0', 'Friday': '9:0-15:0', 'Saturday': '9:0-15:0', 'Sunday': '9:0-16:0'}""",1,36.0107451,-115.0648029,"""Served""","""89012""",664,4.5,"""NV"""
157,"""1514 East Blvd""","""{'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False'}""","""U3kygJOTlTQFlfaZS7sQjA""","""Caterers, Hot Dogs, Restaurants, Vegetarian, American (Traditional), Event Planning & Services""","""Charlotte""","""{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}""",1,35.199797967399995,-80.842294693,"""JJ's Red Hots - Dilworth""","""28203""",380,4.0,"""NC"""
158,"""3043 Meade Ave, Ste A""","""{'BusinessAcceptsCreditCards': 'True'}""","""Ik-vXB7HCwnC44KDf_nwdw""","""Automotive, Auto Repair""","""Las Vegas""","""{'Monday': '8:0-17:30', 'Tuesday': '8:0-17:30', 'Wednesday': '8:0-17:30', 'Thursday': '8:0-17:30', 'Friday': '8:0-17:30'}""",1,36.1358646,-115.1823852,"""Carl's Place - 900 Series Motorsports""","""89102""",13,4.5,"""NV"""
159,"""322 Adelaide Street W""","""{'Alcohol': ""u'beer_and_wine'"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'HasTV': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'""}""","""c35qzLN6ItDpVIoj2uQW4Q""","""Soup, Restaurants, Sandwiches""","""Toronto""","""{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-20:0'}""",1,43.6475853,-79.3920316,"""Ravi Soups""","""M5V 1R1""",332,4.5,"""ON"""
160,"""4207 Monona Dr""","""{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}""","""wOS6masGoY5JszRAF3goLQ""","""Antiques, Shopping, Local Services, Thrift Stores, Community Service/Non-Profit""","""Madison""","""{'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0'}""",1,43.0750236,-89.3266979,"""Habitat For Humanity Restore""","""53716""",9,3.5,"""WI"""
161,"""15021 W Bell Rd, Ste 125""","""{'BusinessAcceptsCreditCards': 'True', 'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}""","""yZUBzm3J8lxJwKNMtWU0Mw""","""Health & Medical, Internal Medicine, Doctors""","""Surprise""","""nan""",1,33.63724000000001,-112.383643,"""Multi-Specialty Physicians""","""85374""",7,2.5,"""AZ"""
162,"""550 N Hayden Rd""","""{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsReservations': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '3', 'Alcohol': ""'full_bar'"", 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForKids': 'False', 'Caters': 'False', 'BikeParking': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}""","""nsNONDHbV7Vudqh21uicqw""","""Seafood, Restaurants""","""Scottsdale""","""{'Monday': '16:0-0:0', 'Tuesday': '16:0-0:0', 'Wednesday': '16:0-0:0', 'Thursday': '16:0-0:0', 'Friday': '16:0-0:0', 'Saturday': '16:0-0:0', 'Sunday': '16:0-0:0'}""",1,33.454286,-111.909405,"""Salt Cellar""","""85257""",526,3.5,"""AZ"""
163,"""2277 10th Line, Suite 3""","""nan""","""jwHtNvHBPafiAwM92jM8yA""","""Restaurants, Pizza""","""Whitchurch-Stouffville""","""nan""",1,43.9994281,-79.23688790000001,"""Little Caesars Pizza""","""L4A 6B6""",3,4.0,"""ON"""
164,"""4064 E Presidio St, Ste 101""","""{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}""","""DTyxXf17YCcfjoa08LyS4g""","""Kitchen & Bath, Shopping, Home & Garden, Painters, Contractors, Flooring, Cabinetry, Home Services, Home Decor, Interior Design""","""Mesa""","""{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}""",1,33.4732582,-111.7425085,"""MK Remodeling & Design""","""85215""",4,5.0,"""AZ"""
165,"""270 Wellington Street W""","""{'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'False', 'BikeParking': 'True', 'Caters': 'False', 'BusinessParking': 'None'}""","""kGal388xLnmCwI4mw2TG8Q""","""Food, Grocery, Convenience Stores""","""Toronto""","""{'Monday': '7:30-0:0', 'Tuesday': '7:30-0:0', 'Wednesday': '7:30-0:0', 'Thursday': '7:30-0:0', 'Friday': '7:30-1:0', 'Saturday': '8:0-1:0', 'Sunday': '8:0-0:0'}""",1,43.644895,-79.391717,"""J-C Foodland""","""M5V 3P5""",7,3.0,"""ON"""
166,"""1448 Lawrence Avenue E""","""{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'RestaurantsTableService': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'DogsAllowed': 'False', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsReservations': 'False'}""","""SvUvVEr9cTjS-PJQ9MuckQ""","""Restaurants, Breakfast & Brunch, Sandwiches, Food, Coffee & Tea""","""Toronto""","""{'Monday': '0:0-0:0', 'Tuesday': '8:30-14:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-18:0', 'Saturday': '8:0-18:0', 'Sunday': '9:0-16:0'}""",1,43.742555,-79.314252,"""Caffeine""","""M4A 2S6""",30,4.5,"""ON"""
167,"""11811 N Tatum Blvd, Ste 3031""","""{'GoodForKids': 'True'}""","""YAbKZJxEtdHCWrJYj2uR3w""","""Arts & Entertainment, Employment Agencies, Talent Agencies, Performing Arts, Professional Services""","""Phoenix""","""{'Monday': '9:0-16:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-16:0'}""",1,33.594688,-111.9793567,"""MovieWork Now""","""85028""",19,2.5,"""AZ"""
168,"""4502 Wilkinson Blvd""","""{'WheelchairAccessible': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'False', 'DogsAllowed': 'False', 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True'}""","""BKtkkcAf_sa6Kk99VIDnog""","""Sewing & Alterations, Local Services, Fashion, Bridal, Clothing Rental, Formal Wear, Shopping""","""Gastonia""","""{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0'}""",1,35.2555466,-81.1014888,"""Dulce Alterations""","""28056""",9,2.5,"""NC"""
169,"""1513 Gerrard Street E""","""{'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}""","""RZ48zp2J2SWUy-lZ4PHZrw""","""Meat Shops, Food, Specialty Food""","""Toronto""","""{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '9:0-18:0', 'Sunday': '11:0-17:0'}""",1,43.6727211,-79.3195719,"""Sanagan's Meat Locker""","""M4L 2A4""",3,5.0,"""ON"""
170,"""8877 W Union Hills Dr, Ste 650""","""{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}""","""cz5kBEZMHKyJ_nZXn-IRIA""","""General Dentistry, Oral Surgeons, Dentists, Health & Medical""","""Peoria""","""nan""",1,33.6521441,-112.249765,"""Hall Brent R DDS""","""85382""",4,4.0,"""AZ"""
171,"""nan""","""nan""","""M_jPgrNm1BrIXWokvvxpOQ""","""Veterinarians, Pets""","""Scottsdale""","""{'Monday': '0:0-0:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-16:0'}""",1,33.468848,-111.910516,"""Bella Vet""","""85257""",9,5.0,"""AZ"""
172,"""1921 Queen Street E""","""{'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""'no'"", 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'False', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'RestaurantsTakeOut': 'True'}""","""IgQ8lSds3AgLFQsYsshUHQ""","""Restaurants, Mexican, Ethnic Food, Specialty Food, Food""","""Toronto""","""nan""",0,43.66904386220001,-79.3044535463,"""Gourmet Gringos""","""M4L 1H3""",29,3.5,"""ON"""
173,"""241 W Charleston Blvd""","""{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}""","""v7ZFEEqJBg_r8NCwHRP_2A""","""Food, Pizza, Wine Bars, Bars, Restaurants, Nightlife""","""Las Vegas""","""nan""",0,36.15826420000001,-115.1579672,"""Bistro Divino""","""89102""",3,4.5,"""NV"""
174,"""3655 Las Vegas Blvd S""","""{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'False', 'BYOBCorkage': ""'yes_free'"", 'Caters': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'Corkage': 'False', 'WiFi': ""'no'"", 'NoiseLevel': ""u'average'"", 'Alcohol': ""'none'"", 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'BikeParking': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'BusinessAcceptsCreditCards': 'True'}""","""6fPQJq4f_yiq1NHn0fd11Q""","""French, Restaurants, Creperies""","""Las Vegas""","""{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-23:0'}""",1,36.1125266402,-115.17135143280001,"""La Creperie""","""89109""",535,3.5,"""NV"""
175,"""4139 Park Rd""","""{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'True'}""","""sAX1q1kLvOnXKURq_MP_Wg""","""Bookstores, Books, Mags, Music & Video, Shopping, Newspapers & Magazines""","""Charlotte""","""{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-18:0'}""",1,35.17526779999999,-80.8492694,"""Park Road Books""","""28209""",33,4.0,"""NC"""
176,"""2411 W Sahara Ave""","""{'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'beer_and_wine'"", 'BYOBCorkage': ""'yes_free'"", 'Corkage': 'False', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'"", 'BYOB': 'False', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'Caters': 'False', 'HasTV': 'False', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'WheelchairAccessible': 'True', 'GoodForKids': 'True'}""","""k-dDZvTeLysoJvjHI-qr9g""","""Buffets, Restaurants""","""Las Vegas""","""{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}""",1,36.1421161808,-115.17425156290001,"""Feast Buffet""","""89102""",287,3.0,"""NV"""
177,"""411 7th Ave""","""{'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False'}""","""5WMIvoMx3l1vn1uJ3HZB6Q""","""Fast Food, Sandwiches, Restaurants""","""Pittsburgh""","""nan""",1,40.442862700000006,-79.996412,"""Subway""","""15219""",3,3.0,"""PA"""
178,"""3908 E Franklin Blvd, Ste F130""","""{'RestaurantsDelivery': 'False', 'DriveThru': 'False', 'RestaurantsGoodForGroups': 'True', 'CoatCheck': 'False', 'WiFi': ""'free'"", 'BikeParking': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'Smoking': ""u'outdoor'"", 'RestaurantsTakeOut': 'True', 'HappyHour': 'True', 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'full_bar'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'GoodForDancing': 'False', 'Music': ""{'dj': False, 'background_music': True, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}""}""","""T_tnCsUQmqTMEI3XxJAyOA""","""Restaurants, Beer Gardens, Nightlife, Burgers""","""Gastonia""","""nan""",0,35.2574493,-81.11144499999997,"""Howlers Craft Burgers & Beer""","""28056""",30,3.5,"""NC"""
179,"""6960 Spinach Dr""","""{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}""","""2JcGcLMzP_TXTRvhCotYZA""","""IT Services & Computer Repair, Local Services, Shopping, Professional Services, Computers, Video/Film Production""","""Mentor""","""{'Monday': '9:0-17:30', 'Tuesday': '9:0-17:30', 'Wednesday': '9:0-17:30', 'Thursday': '9:0-17:30', 'Friday': '9:0-17:30'}""",1,41.681483,-81.344831,"""Digital One""","""44060""",4,5.0,"""OH"""
180,"""134 Rue Jean-Talon O""","""{'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}""","""spi9UEWyNrq2O4y5DD84LA""","""Vietnamese, Restaurants, Soup""","""Montréal""","""{'Monday': '11:0-14:0', 'Tuesday': '11:0-14:0', 'Wednesday': '17:0-20:0', 'Thursday': '17:0-20:0', 'Friday': '17:0-20:0', 'Saturday': '17:0-20:0', 'Sunday': '17:0-20:0'}""",0,45.5331108,-73.6195176,"""Restaurant Nhu Y""","""H2R 2X1""",11,4.0,"""QC"""
181,"""3415 West Glendale Ave, Bldg 25A""","""{'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2'}""","""Rs8Wi4OEjeOX7LVlzsXDOA""","""Restaurants, Mexican, Sushi Bars""","""Phoenix""","""{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}""",1,33.5371638,-112.1329258,"""Sushi Mocorito""","""85051""",9,3.0,"""AZ"""
182,"""1610 East Camelback Rd""","""nan""","""zgjeunqPvj_423xkGtiFjw""","""Medical Centers, Health & Medical, Walk-in Clinics, Urgent Care""","""Phoenix""","""{'Monday': '14:30-19:30', 'Tuesday': '14:30-19:30', 'Wednesday': '14:30-19:30', 'Thursday': '14:30-19:30', 'Friday': '14:30-19:30', 'Saturday': '13:30-17:30', 'Sunday': '13:30-16:30'}""",1,33.509595000000004,-112.047018,"""MinuteClinic""","""85016""",7,2.5,"""AZ"""
183,"""4636 E Elwood St""","""nan""","""vzo659ogST1F_Vj9aTXLUg""","""Business Consulting, Financial Services, Professional Services""","""Phoenix""","""nan""",0,33.4133998,-111.98179640000002,"""National Equity Consultants""","""85040""",4,1.0,"""AZ"""
184,"""3342 Yonge Street""","""{'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}""","""_FrJLtITs2p8SeOJdSpsQQ""","""Eyewear & Opticians, Shopping""","""Toronto""","""{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0'}""",1,43.7317679,-79.40397850000002,"""Spectacle""","""M4N 2M7""",3,3.5,"""ON"""
185,"""2945 Lake Shore Boulevard""","""{'RestaurantsDelivery': 'True', 'HasTV': 'True', 'WiFi': ""'no'"", 'BikeParking': 'False', 'Alcohol': ""'none'"", 'NoiseLevel': ""'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2'}""","""SJBzyJDCR_f6dx5tpYAABA""","""Sushi Bars, Japanese, Restaurants""","""Toronto""","""{'Monday': '16:0-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '16:0-22:0'}""",1,43.60052260000001,-79.5055159,"""Kibo Sushi House""","""M8V 1J5""",15,4.0,"""ON"""
186,"""4880 E. Bonanza Rd., Suite 1""","""{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False'}""","""b9R3msDsU2cC6WKBm68tzQ""","""Eyelash Service, Hair Removal, Eyebrow Services, Beauty & Spas""","""Las Vegas""","""{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-18:0'}""",1,36.1743224,-115.0664772,"""Eyebrows R US""","""89110""",17,3.5,"""NV"""
