,business_id,compliment_count,date,text,user_id
161,VcYpdJIoDgwBOdIJ_IvadA,0,2012-05-25 20:37:20,Van Gogh vroom vroom in my belly,ucj0RT3ZsWHFXQssLq-wmQ
162,lznasLryfYdfXZXni-1XMA,0,2014-06-06 19:41:28,Fan,0V44Yx8pIOt_acaWixmW2Q
163,5Z-vw4_w-I1Z9XcbCkmCfA,0,2014-03-31 15:12:39,The cardio cinema is the best.. especially for those of you (like myself) who get bored easily while running or biking,8Az_JgEpXqAii_5EDkw2tw
164,WCUuQMK_W4hMU9dQWjCl0Q,0,2012-01-16 04:03:40,Avicii,S9Jw00eZHVj5_0sOM_C5Rg
165,mDoLWEOFmxcQ5TAPqxoJLg,0,2014-08-26 02:17:09,Another great meal at sago's but they still need to get some better horseradish!!,YTxLorIFxbeBs5hJ2PvL9A
166,iPM8BXV6vEVEci8ttsOObQ,0,2012-05-20 22:23:30,"Need that bun bo hue hangover remedy, this has one of the tastiest...",ewDNa_FRoG71UFm56eTGkw
167,6xa3wKq9YyWe8joXvkVEUg,0,2016-11-22 00:31:40,Now 40% off!,0tC5OOTuwvPGnnqhPCoRSw
168,D4BWyStFZzA7k8hqDmnyFw,0,2017-06-14 20:55:03,Food tasty and abundant. 7 side salads also tasty and fresh. Clean bathrooms.,ssOBsZudD7FXDrBfH4cvbw
169,as28EZmkxBoBymBMAkVQPw,0,2014-06-08 19:16:44,The hookah lounge in the back. Is HUGE!!!,1PesLMAdY2soq2zD_3rAYw
170,HYY80G3XmJWine6IhHSkhg,0,2011-10-04 21:30:04,"Trying this again with the kids, watching zoo keeper. The remodel was the best thing this place has done.1$ movie on tues.oh happy day :-)",x-3i0RMyuLRi8-7Xfc1KPA
171,0bbFFcNhBSi0-z_JZhevwA,1,2013-02-20 03:56:08,First and third Tuesday of every month :),sB9W6Tbr1A-ERfUXwJxirQ
172,FaHADZARwnY4yvlvpnsfGA,1,2016-07-29 17:42:12,Major construction going on avoid this shit hole,8ZryN_S-n48g6rsa3W3QtQ
173,RESDUcs7fIiihp38-d6_6g,0,2014-03-14 03:45:42,Don't come here it's too expensive for the variety & price!,PweT8hEJbciB6CxTS1IDNA
174,orMyWvonOj55yswWf-k72Q,0,2017-10-25 06:29:33,Late nights are best for quick service and patio table,tcw41NjSGJ0Wgl_EdbcXBQ
175,1cGyzWtfOoDiE8V0OR85yA,0,2014-04-06 19:24:11,"Bring cash, they don't take cards.",J1eLG-wXf4D_vcUhGvq2ZA
176,zQi4U-pJlJcztIW4G_HgUw,0,2010-12-09 21:34:48,They just received a new,lwPhlWLdDmxKB-xG_VOLeg
177,lsAe6PMRTVGtaBqw3zKlMQ,0,2014-03-16 16:18:08,"Long lines, not very helpful. Nobody really wants to help you",HjcX1Sl1maE43zER1v9MPg
178,pOhX1XjbBdPoO2Fyy8RGJg,0,2015-02-03 12:59:47,"Doesn't sound good to get shrimp on your pizza, but it is *sooooooooooooo good!* 

Bring Cash!",WOOWamjSmE287IXliWvfVg
179,6FGfOWph7YG1JUGl7B7ooA,0,2015-01-20 22:23:05,Today is the opening day! 1/20/15,s5F0viIdrelfeDtcMM65PQ
180,wWuGa3OOQJro_XGe-GKBXA,0,2013-05-12 06:04:45,"Fantastic sushi experience sitting at the bar. Nigiri omakase a great deal, but if you want more it quickly adds up. Favorites were the medium/premium fatty tuna (toro) and uni.",KFZISl5mOUJ6bu3qCUrO-g
181,g3g3dWFoVSYhXQTs4ctGyg,0,2011-04-10 06:57:04,Berry long island w/ gummy bear garnish :),4GtSjibzgxOy3Gb9cRtKzA
182,vrFWQ7CDULCP87oTNC5sxA,0,2011-04-06 23:28:45,Well deserved carb cheat. Fuck yes. I will be scarfing pizza in full on Taz mode.,uufubBI9EcKwFW7x_o9j8w
183,CJ9ZY_b8WHDygndmq1g4zQ,0,2016-07-28 16:10:53,Still no word back from them!! Wow great customer service.,1KbE1qHhVHIdDucYGtfaJA
184,D42-sxkmZy2fn4BkZaEkbA,0,2010-03-17 07:19:02,Veggie no special sauce with fries as meat - V E G A N!!!,YORJi2JtQg5Mo4nmKOXzag
185,kwMJ4KfhEcrk9jiMe-S6wQ,0,2012-05-22 00:03:41,"Terrific little restaurant with wood fired pizza, gelato.  I really like the salad and antipasti.",QQtoHnP0cP7nzNnUob_1CQ
186,gek4ySiFtQX53g_AqdONDQ,0,2012-10-14 16:15:31,This place is open for breakfast on the weekends even though the yelp page says its closed. Nice relaxed atmosphere pleasant service this morning.,nGoKau64-PtetuzfcRW3jA
187,rTZVcJZ8G80i6NjLw0SW8Q,0,2014-03-22 20:39:47,"Lots of private areas that are accessible to the general public, like this cozy room to watch NCAA basketball in.",RTtdsBlyFcpeKI8MMD-A3Q
188,82A4J-aOSxTUpuaSV2WVfg,0,2015-09-05 01:38:25,Great selection. Friendly and helpful staff!,oJ0DxrOvW5EhclB57WhdZw
189,19umlhmVB9O3njIBfRAe8g,0,2011-07-23 09:20:46,Drinks galore for Latin Night,D-ZyQ4iT1XRFkcOAWXnxCQ
190,pt7p4klGicvPZe04mhhVGQ,0,2014-03-30 03:04:25,Baked ziti. Hands down the bestttt!,D2ljL5ejuqpa4f8fnZ1qjw
191,tT0rnI7TTbkcazKyehfutw,0,2016-07-30 13:54:46,Business owner contacted me via yelp 2 weeks ago asking me for my contact info in regards to my recent visit.  Then... No call was received and no follow up email....OK.,j_j4DLfvNkhCRNWC0VBS9g
192,HsrEbWCg8K06pUhx469uSw,0,2014-03-29 06:54:43,Cruellers on the Weekends,ix5OWpO3BeHW_Nkg0J-iyg
193,DkZuVzYuylBanEsWK7mNGw,0,2012-07-29 02:25:59,Chef Eric's Omakase tonght!  Thanks for preparing all the fresh dishes for my Yelp friends :-),h0wxG2EiDLhgKjIzI8j2Mg
194,q1EJ1BT_xoorCoWarXiwuw,0,2012-07-22 04:39:17,Dont do valet they suck slower then shit and ran by retarded hippy piece of shit,uLVIhe4rW-s81ey5qL7Geg
195,OiqDNSdnchr8zQhiMSInLQ,0,2015-02-07 07:22:13,Best soba noodles in town! Definitely come in if you like soba noodles or haven't tried FRESH soba noodles cooked perfectly al dente before.,A5A34ixb-yy6nwL42iZsnw
196,R05ZRXWkYuEcvRGok5fiDA,0,2012-03-23 18:00:14,@ the car wash !,oknzpMgHOnbijayveG-PKQ
197,7dKIMvsTQI6zO-NYdRmrwA,0,2011-07-28 18:33:41,Lunch with the boys!,2cJ8qo5kyqzDQSwWA9MDww
198,QNM7f0i2lW8cuJDQmqF9QQ,0,2012-03-21 04:37:31,Downing some brewskis,CNaaizAUc2c4WIb1M3BBPw
199,zEOfVGv6DeprEzmFYMFhXA,0,2012-10-13 00:50:04,Still the best salad ever (for a chain)...,6ehZ3X1gaHe-fxzndNRweA
200,70Bti9GmBOv9jN_peapD7w,0,2011-05-05 21:04:13,SF bound,cTABik0Qu7WrPTElRSYmjA
201,atVh8viqTj-sqDJ35tAYVg,0,2015-01-24 20:22:04,Gotta love this place...,3m190IWHASheEZ-j9zOqCQ
202,UXFLCGw1yOCajlMONYQM1w,0,2012-10-05 02:45:16,"Basic buffet. Clean, good service. Don't bother with steak night (Thursdays) - so tough I couldn't eat any of it.",OueXAik2P-eUcXbd1qGXKw
203,rYq0k33eJxISVP1ufx6Kmw,0,2015-01-19 02:07:21,Don't fear the bulldog,4CWCIaZl-ceMmDuVLjDxUQ
204,HhB7qcsrjNAVVRtbYEg5Pg,0,2016-04-20 02:07:30,We've been here for 90 mins & still waiting...,JoBJCE-ac2AOZW9GXevy6w
205,F-bdXFkJwwENiNpMTG2ntQ,0,2015-05-16 19:31:39,"Nice spot. Popped in for lunch, good IPA and decent food. Notable for great and friendly service. Thanks !!",fRboRtLxTHFORPVdtpOTsw
206,Y6ERro4P_wmneOWj07n94A,0,2013-05-30 23:24:35,Great patio during summer. They have heated lamps for cold days.,Ye80JpIGZEx1R1RrJLfkYg
207,fgpAYr-kAhXT6oB6lCC4qA,0,2017-04-15 18:21:50,"If you like the sauce, make sure to ask for it on your chicken. It's just incredibly sooooo good! Even better with wings!",r1n_0dI5JKPz9bRzWDEf6Q
208,vl2IZrNJEA8npSjqXbdwxw,0,2011-12-24 17:19:31,Red velvet time!,8NPnK5h5Te91Ot6nbX9a5g
209,-ipc5f0XiXwH3hbNnro54Q,0,2012-03-24 04:57:49,21 jumpstreet....Channing Tatum,2i4n1dxsxQL2C2eRTJwdmQ
210,xiNJk32NYbXdL-T3PzE3lQ,0,2011-10-07 13:58:21,"I have appointments available at 2, 330, 4 and 430 today",2gu5B_JbJlfZLhihSr-apQ
211,R4pI7oeAhg1aaGbn9Pv0Sg,0,2015-09-11 01:09:18,Chipotle aioli is a great dipping sauce for pizza!,QPJJohtGqkMkaN0Gt3TRIg
212,lpYFsXFrojiBZ1kbWR2lZw,0,2012-03-29 02:06:42,Try the bavarian pretzel appetizer... Awesome!,YztPBAV6L8e0Te_3_Q-PGQ
213,kaW97gZXyGMdkedZNdQuew,0,2011-04-15 22:08:54,New guest tap: Beau's Beaver River I.P.Eh? beaus.ca/beer/seasonals/beaver_river,TcpPrDT94DEdyqakq7KbkA
214,y3bMutme81x4PUhb0zaC_A,0,2010-11-26 23:28:53,Go for a half and half if you want to keep it light.,uv5F82-AVlSr8-BFswTUWQ
215,MXC9pwIxovWUc9yu1F8OxA,0,2013-08-13 21:42:06,AYCE heaven! They have the best selection of fresh nigiri and spiciest rolls!,KrT4LHYdRt-m1DMPtVKN4w
216,-ed0Yc9on37RoIoG2ZgxBA,0,2013-08-27 01:12:26,Free hug on Yelp!! I need to redeem it!!,dPMW-BVUPFT5r3MgDK3l2Q
217,5FIOXmUE3qMviX9GafGH-Q,0,2015-01-29 19:34:28,Mock chicken in the bowls is bomb!,yOP1qyNMLpTuxWARAdY_sw
218,V_V02_im07PgRHHXzw3F7w,0,2011-10-11 23:12:08,"Hahaha senior discount, let's get my mom to buy me something!",XT06McUUgrEVvkJZyN26WQ
219,tIrzcjC5_oBpY6R0G64z5g,0,2011-12-30 01:15:46,Happy hour 3 PM to 630 PM M-F,_rhYsgWA03_D88d3xEGFvw
220,WMcNyg68PVCwWQH_pOl6WA,0,2013-12-04 17:48:53,Amazing $4 burger quesadilla gets 4 stacks of pancakes rating out of 5!,ZJUSwfKqyX2BA2C9VL_nhw
221,bupMXFUaZfranBLdaVcRww,0,2012-08-01 23:36:09,Shrimp tempura is awesome more like sushi,sQnWKfulPIUxN26yvcA2_w
222,WBMFIFi3zWFqf_7r6SjzvA,0,2011-04-15 18:25:04,Mobile coupons accepted!,V0bVqTKLs8uDI0mbgo6_2w
223,YzTafk0tQ-nAu1oICuuNFw,0,2013-12-10 19:31:31,Closed for lunch but I see people here?,jGbj8fl575EIQJcfaA1FKQ
224,-OxDX2fPQLYi6ChW2Z6xxQ,0,2012-03-30 00:53:11,The rings are Amazing!,FvbGyxLS58q9ezyNdjzxqw
225,ayOJSIl-P16HZAQBcQfUyQ,0,2012-10-24 00:18:31,Hanging out with family.,0SZYtW-UV4l8LNkBYH5ZUA
226,DnJaf6Am1jeWvhZt42Hi2A,0,2013-08-22 15:42:34,The purse cake looks awesome!!!!  wishing i had a cake right about now :D,75p3__BaL7c_EgV2_h33rg
227,AnemBUVAb9NRaselL2KITA,0,2014-03-23 12:36:43,Great selection of rolls and really fresh sashimi.  Staff is super friendly!!,k2ZRBr7gbkt9mUHmeI_Ktg
228,9dqdzRzjSfbnMvjUGqWBAw,0,2016-11-18 21:15:36,Get the shrimp and grits!,NgBYSAf3BQUX0Mwj0Y_vjQ
229,Nv4CLJ3RLfTQaOfx9umKag,0,2014-03-23 21:20:54,"Love these Mexican snow cones!! So many yummy varieties, definitely will be coming back for more especially when Phoenix brings the heat!",y9kug1sTnidFKQ6zepFf2A
230,Lfl9kppQhikig4xI3UdjOA,1,2013-08-19 00:12:18,"Don't expect many options an hour before closing. No soup, plantains, etc.",eRDWzHCldd6YXypRECvHYg
231,eTXYID00jGxq1vZpntBUFw,0,2014-08-29 18:50:59,Menu looks good.,cEJGXB63KhROA-XmE_jgXw
232,pGLI8cMlay44bxYYjb4yIQ,0,2011-10-11 17:13:32,Checking out the wedding sight,2gu5B_JbJlfZLhihSr-apQ
233,zY7qtXlXMSWYUea0C335ag,0,2013-05-17 19:59:17,Best hair dresser ever... Crystal Nordstrom!,4Ch_27GkNV5p7I7ewlX3DQ
234,_pBXtjN43eqMV0XZTz7nmw,0,2018-04-02 19:33:06,Follow my link to get on the GUESTLIST for free for both men & woman plus free drink tickets! https://nocovernightclubs.com/ref/kimjxmejia/,BzcdTNAe_jtXfnXFdFYQsA
235,hmltG5aNY43I0NVMGTmPHw,0,2015-06-04 03:34:19,Love it!!,N0vIXVwTujH07n4FB_4TLg
236,aqMfCbFNeWn1a4Evds83fg,0,2018-01-22 19:12:27,I ordered the Steve Nash - great flavor!,sxAqe5Ae24sc-ZvJgPKuCg
237,KskYqH1Bi7Z_61pH6Om8pg,0,2014-06-03 18:54:29,They take res for dinner but reservations email on their website is undeliverable and phone is always busy,dsaj_eA71FvpUh49zzKcGA
238,aRoO3toj3bOaXzINR0GerQ,0,2011-10-09 22:39:38,Good food but slow service which is too bad.,FkdiRkDj2K42r9kIZkEVRw
239,_FHuYyPSsAhQLCkdo-3WzQ,0,2011-07-29 20:00:09,@pool Honey Dip tonight 7pm pool 3$  mixed drinks 3$ beers Honey pot in den @ 10,-FBNCqLsQ-siYV3M5DvK-A
240,cg3hmwyf2yP4iA1B67XkyA,0,2014-03-28 14:44:23,Americano! TGIF,xVdchFi3vgmPYxkiXYHmZw
241,jQIKOypx4Q20KndSsglXuA,0,2017-11-21 17:39:05,Excellent customer service,x46nFxDnQYrlqUJ-NzCX9Q
242,jyTtTFa169XYSD5KRMQsHg,0,2017-05-17 20:21:19,"Try the ""cheese"" drinks they are more sweet than salty almost like melted ice cream!",J-ZMQMjMhoJ6oTDZ_Y-MNw
243,AyEtowSGi9vx0-xFfrgjWw,0,2014-08-24 23:48:47,"Grab a table to people watch while enjoying an Ice cream sandwich, especially the salted caramel.",SmSqtDzLMOm1a8tQyvVU_Q
244,jCpB1D_Hsc_dlF0ErNO-7w,0,2016-01-13 23:07:04,"For something different, try the chicken hearts. I am not usually a fan of organ meat, but these are tasty!",RdgTFBr2xXPrllGhW44Zyg
245,KtwdKaYVxI0-uPl_RmbjbQ,0,2014-06-09 15:29:57,Call them first to see if they have the proper equipment to work with and ask them specific questions on their work. I had a bad experience with them and wasted my time.,3EVK-bc1JTXOn6eTZk8ZoQ
246,LWj3XECuIkqm-93_fVX_qA,0,2011-10-01 18:31:05,Flag Football w/ Deven,HG_-DYGnFv3QwnFtB3GVAg
247,zYb4kj2R54R2YPeNm829BA,0,2016-12-05 02:22:51,"Place is great when you check in on yelp,  you get free app.   Good arancini",nppqxjo_iX2MwGC-VA5JpA
248,3jllr8N45pz05Ygaw5ojrg,0,2012-05-20 18:03:23,They carry black garlic,UyuWAvDcLp4zU1Wfc1PNXg
249,4Hx-brYb86k4C1VSKPvj7g,0,2015-12-31 04:31:47,Always great service!,m-BZLIIh5PCAKnzH0qj_0Q
250,4JjlPC6eyru03vjh3Y-6uQ,0,2017-06-28 02:04:11,Great office. Friendly chiropractor that did great.,OmnLuvd9LHtBkK4XwAJSHA
251,5QNXZcclknB2PkfeN7FJWQ,0,2011-07-16 02:11:49,"Hushpuppieeeeessss, I've been dreaming about you and your hushpuppies and catfishies!",zRRurs5wB7er42zvPktv9w
252,i-2HewuIRF2ORDT8UfrSUw,0,2016-01-11 19:28:39,Pleasant scheduler. Called and had appointment time within 24 hours.,N8KY5W3UXAZrAGMYO2IDFw
253,ze3AgRdWZmneIdpZDmxJuA,0,2015-06-08 23:59:40,"In and out

 very friendly 

highly recommend",WGGwBkOIk7qa-6SMp6gUdA
254,6gFcUhaYdinTbIhO2pcvdg,0,2012-03-16 20:06:53,Spring training 2012,XES_jyeoHQoPwq_zXjK8aA
255,kPBag_GfDoNCsoz8rZi-iw,0,2013-02-10 01:21:48,Bye-bye Starbucks!  It's now a Saladworks. Very cool place. !,A0j21z2Q1HGic7jW6e9h7A
256,mfaQ9flI85R1wkV8MskjRQ,0,2017-03-11 19:52:48,Would like to thank Ron and his team for a great job for fixing up my vehicle I would recommend anyone to this store,DI0P1F8W0sOJElK-Z1Y7aA
257,AyTBE5X0vq7KDTHP2D8HcQ,0,2016-04-26 17:30:39,Main office for Advanced Pain Management,ak6k7wRa4DdKNIwE7rQjWg
258,IhNASEZ3XnBHmuuVnWdIwA,0,2016-11-24 17:03:47,Simply love this place & Kung fu tea.,Ouuk2MRqDgHDpN71t0w9xA
259,3IwCop28R1_L5jMv6AkL8Q,0,2016-11-16 03:53:59,Chips and salsa and beans...HUGE BURRITOS...guac was amazing.,2_5D0gR3BH20ktZqBWxr8w
260,3Udnkm-eUyUnvGxfBSaNlg,0,2017-07-02 16:58:12,Concord First Assembly is a great church! You can be yourself; dress comfortably or dress up! The most important thing is to hear the word that is being preached!,698T9yypM-lneS0YBZHMzg
261,Z5refCiM2cM1FIOAwFpiOA,0,2011-12-25 07:26:56,Second year in a row we've come here at midnight for Xmas.  Good service for a Denny's,rtSlpAMGFO-Ml8J1mr9ivw
262,aVTcYZ1h7QoF_lDdH_RLqg,0,2014-08-27 20:53:29,Food and service is bad. The food has no flavor. Only good thing is the salsa,CwB2vZ2HytT2rvXLh5_XSg
263,CtZ3HujCLTChyoad_L-nHA,0,2016-05-19 06:27:29,"Craft your own pizza: Double Dough, BBQ Sauce, Italian Cheese, Ricotta Cheese, Pepperoni, Italian Sausage, Crispy Bacon, Mushroom, & Fresh Spinach after it was baked = $7.99",Kq_Cg-INSv4i8wNo1kDF-w
264,DIxgItsSI9QwX9H8lVptYg,0,2017-03-26 07:44:49,Call 10 minutes ahead for a pickup!,gQXF36BOUVKGz6wCsqpTZw
265,1diuAK7FMn93WxlK-ndJhA,0,2016-04-20 07:00:40,Formerly Bowl of Heaven,bLbSNkLggFnqwNNzzq-Ijw
266,wuHom3KBiBwgwRP2Z9hC5Q,0,2012-07-22 01:46:46,Hypebeasts galore up in here.,wLc6l8v7O9hXjrDi3Q7tyw
267,ku7abza_uIGTALD76eeg1Q,0,2015-01-23 22:19:28,Happy Hour slushes 2pm-5pm,7O2S9AYZRMIaddcu3w_6Rw
268,rKYDQ8VhNO056xTflf5r1A,0,2015-05-17 21:12:26,Best car wash in town.,S5hGaeqdLiDnW_2rIbpByA
269,rCoAHVl3tXXAE_Kl4MVgWg,0,2012-01-12 04:27:27,"I give up. We have TRIED to eat here a few times, random times and days, when the hell are they open. Ugh. I am not trying again.",jRyO2V1pA4CdVVqCIOPc1Q
270,hAHyyu_VkEToFiFOgwNkvw,0,2015-09-08 21:46:18,The lines were too long and only 2 tellers. Go to another branch!,uZXbI_tBHtEt0Y0UEAYz3g
271,s6lTNO57vXsfzyYrPfXOvA,0,2015-09-04 00:01:24,Beef flank Pho,5XSY2NonZtGw26FkWVqNzQ
272,kbaXNZLUyVuWbeQxH-NNKw,0,2016-08-09 02:21:32,Happy 1 year anniversary! There's a buy one meal /sandwich get 2nd one at 50% off deal on their Facebook page good til 8 /13.,2EuPAGalYnP7eSxPgFCNDg
273,3BCsAgo_1i4xMuTyLKMLRQ,0,2016-11-15 01:03:30,Good food great customer service good atmosphere,__ubDZRzDLF65kPE3fqDzw
274,OHFH6ALQqq35NiEbD1eXuw,0,2012-07-21 18:14:29,Dim sum to catch up :),iS4NVHLQDt1IzmmMKqwy5A
275,Y2ppiAJw-JhjHfEU-GiP2Q,0,2013-08-19 19:38:53,Very friendly place.,fSvFRzmqSiYz5nR2XOGuug
276,46yg8fJ8fVA1QSaaL7XfOw,0,2013-12-15 23:35:34,"Many vegetarian options, even veg and tofu spring rolls! Great food",rATOBMt4cvaHb1m81fmvbg
277,ZMx9_sQydPUj5KGvcm73Sw,0,2012-10-16 18:48:31,Grilled cheese and tomato bisque is great on a cold day!,4wp4XI9AxKNqJima-xahlg
278,f4olZM4iTVH6a7OFApCW3A,0,2011-12-31 18:47:33,So great . Earthy . GO,DSZEYH2NABzSvFflOC85zA
279,um_o0pxQ3DlRI9EfCzw0hw,0,2018-03-24 22:59:21,C'était ben bon! Excellent délicieux,YBJVuZ4gTMLV3DBjZ16s9A
280,0FpOCRNMoHD3GKlPG4pIig,0,2010-12-23 01:45:41,Nutcracker!,dIIKEfOgo0KqUfGQvGikPg
281,aw0H9O1yysoHB0JanT0Ubw,0,2009-11-07 01:49:34,"This is your typical quick service Greek menu, but is a real step up from the others around town. Great sauce and a deep menu.",R-WSKg7NjGyBwIjN4q47xQ
282,QGE9ZsMb7QLMsBf2OvfVMw,0,2015-09-05 14:35:47,Very good food. Would go back.,Ea5oStgOQ6yJszxDmPYqQA
283,1flKw3TnAJKvyZ_uAP1KKA,0,2012-04-01 21:57:47,Interesting....,7LZEK1lwBvmmKSQ8STcLuQ
284,TtbCOwOpNNzE7fW5CFwyng,0,2012-01-12 15:11:18,"Bear Claw, RAWR!",w1TjcJ6itK7LC_IY61NQIQ
285,hiYuO0EYA5f7gldK-zDXEw,0,2015-01-25 21:35:13,Where did everyone come from. Great Deli however.,GGTF7hnQi6D5W77_qiKlqg
286,3g8zzg_5__kXMUM-8F6V1w,0,2011-05-02 07:11:35,"Closing early, not that busy",F2IbnY4CpTfSxQijPtDKKg
287,wjf1uZNr6E4LQ0nUNHX5AA,0,2016-11-30 18:41:43,I LOVE THIS PLACE!! Wonderful customer service and amazing food!!,i3dMdhl6QEsliR60A5Bt4A
288,wTjvgkUJMVWrYed9mXdQjg,0,2012-07-27 20:18:48,"House red $5, very good.",q8l8PhQLOyQhdncBS0GCIw
289,Vu641FmSuZcUBI8PymYRIg,0,2011-12-27 02:51:12,Go Suns!,Xra8V8JrbB3YDXXp70L-Cw
290,gG9z6zr_49LocyCTvSFg0w,0,2012-07-24 16:43:06,What happened to all your veggie options??,37HswRimgBEf7_US-c3CDA
291,WCkh_ZcsWKU1wx4bqyU9KA,0,2016-11-29 11:05:30,Some of the city's best chicken wings are available instead of the typical egg roll or spring roll.,HFFiM63x9asevqVOZG5GBQ
292,oUPpP099D6EMj-3-Zacu7w,0,2013-02-07 16:31:47,"Awesome service , bad situation but they all made it right! Thanks Penske Collision center !!
5 star service !!",9kylZkQveOTSBeK-lZ7Idw
293,tGLz8WfLwSi221wgNh-0qw,0,2013-05-20 23:34:57,Burrito excellent.....linguini not so good.,9uKbKAfG_N2MrXDZdUuV3Q
294,3t3RV1eKM9Z4mDhYUb2DOw,0,2015-01-23 19:34:09,"Instead of fixing the drop box, they just took it away. Don't expect to be able to drop off anything after hours.",sELpZpITOy9abQB3YY2Ugg
295,ruWTngdiC68O9la27hvvHw,0,2012-03-31 19:48:39,What a great view!,eXVdbhzZGvIVbqVJzP2bxQ
296,klddGAcNIpE_aB5sd1hNXw,0,2012-07-28 04:03:37,Try the Jidori chicken breast.,Fw4UjJ6yBeyPB27Y4wwEUQ
297,0xVBCGGosctIpNN5SXB94g,0,2015-05-31 20:52:39,"Look for a guided walk with a naturalist. You will identify untold numbers of plant and animal species, hear and see way more birds, meet other likeminded people, learn new poems, and understand the history of this great arboretum.",djp57omz9cccV1wI0_sqqA
298,SkG_g2OXQENIojm0Gz6YJg,0,2018-01-23 15:27:15,The pizzas are amazing!!! Skip the chips and guacamole appetizer- not worth it!,3ksIE0ySpHJxvgDz0_K_Zg
299,YzlgswAwmpkMQifS3-YQTw,0,2013-02-08 09:27:07,For Chinese New Year they have live performances in afternoon at 5pm,2EuPAGalYnP7eSxPgFCNDg
300,aw0H9O1yysoHB0JanT0Ubw,0,2016-07-31 21:40:06,"Too loud pop music. Really loud. Great gyros, though.",UkCryqIr1K8Fo-i3FbbFmA
301,hHYG2qoMId-y-HRkwNHoWQ,0,2013-05-19 23:24:10,Quality seems to be going downhill,Goa5tRkCURz-53WZAABBEw
302,mLjDh0vQYBCY6g9T1HczVw,0,2014-03-13 15:26:28,"A little taste of home before flying out across the county. Their main location is best, though!",NfU0zDaTMEQ4-X9dbQWd9A
303,a2JgQgEGm5hMDEhryhMMJg,0,2016-01-09 06:58:56,Sexy sexy & classy! World class vocal talent & choreography. Absolutely gorgeous women & men. *whistles*,u_wqt9RshdZsoj8ikLqoEQ
304,0T2nu8kJYE7C0XN04tFU-Q,0,2014-03-26 16:53:34,"If you were a long time patient of Dr. Morales or Jimenez and are hesitant to entrust Dr. Block to your care: Don't. Great dentist! The majority of Doc Morales' staff are still at Kokopelli. Tammy told me they wouldn't if they didn't like or couldn't recommend this Dr. Also, Tammy is still the BEST hygienist in this place... Go! Tell them Meagan B. sent you. Shoot me a message if you end up going here :)",eA8WqJj_15lWURDwE6DsKQ
305,Gk_leAREKfnhByT_evPuqA,0,2012-05-19 16:39:25,Try the pad thai.,HBcUZOvPxwYdUABH0S5Vxw
306,pomGBqfbxcqPv14c3XH-ZQ,0,2013-08-25 07:19:29,Happy hour drinks and apps! Late night.,FIk4lQQu1eTe2EpzQ4xhBA
307,tamr4J75GguGhF1hm1wEaA,0,2014-06-06 19:08:06,Good quick subs!,VgGkH4Z6U0Mqjt39LjlR1A
308,cQNGkOyCvnIqs78vO8SGJQ,0,2010-03-29 03:58:00,Great place to start the night out!! See the skyline 360 degree in One hour,M7PSo2JP6TmWx-aRtWdUVg
309,UwXOqtr0LCoWsGXP96fOuQ,0,2010-11-26 23:00:45,"Clean, spacious place. Layout of entrees,",5wT0vDycEzgq95yVCZ60Aw
310,ECwcXniPzQY2ZtfKR-GeNQ,0,2015-08-31 14:18:45,closing early on Labor Day,eytpwJXgg5nWU6jrlQ6qAA
311,2XZ4g_ps_H55CmxFs4Pu8A,0,2013-12-15 17:17:50,Chili's great place for Margaritas and fajitas!,5XVGDqn9wdwG4c_T1o0XUw
312,ZL-4ejIO3DCgSsdRWwsX-A,0,2014-09-08 16:15:03,The pasta line is always shorter than the pizza line. Both are worth waiting for!,oGOev71yHBqmlt6TbA7m1Q
313,PuB-oSX_fMh0822kChScrA,0,2012-05-26 00:27:53,Great happy hour,Efexm-YQJ99arBmcTZUqjw
314,_jsxUnZ8Iq8_kZNQcnzyrQ,0,2013-05-29 18:33:47,Locals can use the pool again.  $10 per person during the week.   $15 per person on the weekend.,DiLkVqNWMjWMynzy9726Qw
315,DQf63-KJ25m-kDIMto614g,0,2010-03-13 16:35:01,"Service is pretty slow, make sure you're coming for a slow and relaxed  breakfast/brunch",JVbqMyicxGWlEVPpyo6gpQ
316,RQTatUj2f9Nz9JViTH4aAQ,0,2012-01-11 00:51:38,Party time!,nXMMoDzXRByQiWH9cf-FAQ
317,1SCETxRnwaYo2aBC3fi4SA,0,2016-07-31 19:08:02,"Free 3-piece Chicken Tender offer for CTD ends today: 31 July 2016. One use per coupon; I actually didn't use this one, therefore show it! (screenshot)",KtIh1kjkVESCqd2CCsQnhA
318,LpHi2ooFxVn5Ntttw_IcaQ,0,2018-03-24 05:04:30,Super cute spot for lunch or dinner. Brussels sprouts and cauliflower are delish!,jytC9bKH5FW33vLexuJh5w
319,_myTPlWa8QRN5eavs-hNPg,0,2014-08-23 17:32:25,Heard there's a new chef in the kitchen and a new menu!,3prJ8iHQFPH5j_PuDQ9upA
320,MQXFdfDb1UjrZngnjslmhA,0,2012-10-09 23:35:58,Which they had lunch hours!,Q_QsCiaeQ5T_CfmidxEM7Q
321,hm0y7QxT-UUmQcF074qV0g,0,2015-05-26 11:10:58,"They have doubled of their patio, opening a new section as recently as last week.",qmuCid52Y-SaJS_6v2CkNg
322,5zDP3Y2hdh6GJL9DVbQ2KA,0,2013-02-09 22:09:18,"Really good food, great family atmosphere.  Always get the special...",A7cHIYhG0WQHv6ZtOVNLgA
